Chromosome;Start;End;Name;Length;Strand;Half-life (h);k (cpm/h);stderror Half-life;stderror k;Rsquare
chr8;89027973;89028223;Sall1;250;-;2.595829405;0.267023395;0.686427627;0.095994587;0.812328491
chr2;168748331;168748582;Sall4;251;-;3.010893257;0.230213137;0.464795846;0.042025929;0.947570368
chr7;28399518;28399771;Samd4b;253;-;3.164114837;0.219065115;0.782055639;0.071921432;0.822056994
chr2;157097528;157097784;Samhd1;256;-;4.58589246;0.151147718;1.102311428;0.047827754;0.865823857
chr8;57482701;57482956;Sap30;255;-;2.479650367;0.27953424;0.361412404;0.047693953;0.948973041
chr3;108426567;108426861;Sars;294;-;3.991054371;0.173675204;1.120314114;0.067777216;0.795762765
chr19;5380055;5380305;Sart1;250;-;4.123936127;0.168079029;0.916591497;0.048033444;0.859172909
chr5;113742445;113742697;Sart3;252;-;3.487812324;0.198734082;0.682424605;0.04834306;0.910942742
chrX;155213125;155213390;Sat1;265;-;5.170836905;0.134049322;1.111846529;0.036719051;0.919489862
chr12;69965012;69965264;Sav1;252;-;2.949656377;0.234992518;0.745585225;0.07949242;0.861538038
chr5;130245731;130245983;Sbds;252;-;3.470805253;0.199707886;1.005790455;0.081486036;0.79792464
chr15;89288235;89288535;Sbf1;300;-;2.964258882;0.2338349;0.63628627;0.063912237;0.85942737
chr7;110308009;110308262;Sbf2;253;-;4.491381071;0.154328294;2.004855735;0.124433064;0.605031729
chr5;124368701;124368958;Sbno1;257;-;1.446028387;0.479345486;0.200912305;0.077347332;0.946157345
chr5;124373163;124373604;Sbno1;441;-;2.476953532;0.279838589;0.504511782;0.071577204;0.871816762
chr10;80057013;80057264;Sbno2;251;-;1.089903851;0.635970944;0.218034873;0.159042066;0.864759358
chr9;42254144;42254426;Sc5d;282;-;2.26432831;0.306116025;0.513373006;0.089751979;0.863633634
chr9;42254744;42254994;Sc5d;250;-;2.82911944;0.245004566;0.794320591;0.09564197;0.792630658
chr15;96414572;96414822;Scaf11;250;-;5.532026348;0.125297158;2.429182204;0.098093753;0.679121254
chr16;90228950;90229206;Scaf4;256;-;2.674675716;0.259151858;0.758088573;0.102505155;0.807808548
chr9;57441326;57441576;Scamp5;250;-;2.263346353;0.306248834;0.568885756;0.102817734;0.805192457
chr5;92441310;92441566;Scarb2;256;-;2.68210089;0.258434417;0.523634161;0.062695008;0.899225704
chr5;92443988;92444290;Scarb2;302;-;6.163988422;0.112451084;2.869596949;0.097951106;0.612622475
chr19;44394449;44394710;Scd1;261;-;3.751668629;0.184757037;1.016719129;0.06868354;0.82753512
chr19;44397768;44398018;Scd1;250;-;6.467272099;0.107177674;2.477247152;0.066542338;0.68318011
chr3;95129718;95129969;Scnm1;251;-;3.860934155;0.179528361;1.47892989;0.111464897;0.667594394
chr8;83434491;83434743;Scoc;252;-;2.441638218;0.283886112;0.581606336;0.088767275;0.844913801
chr4;108043829;108044090;Scp2;261;-;5.582376247;0.124167048;1.650008704;0.052100092;0.837913854
chr11;88924019;88924269;Scpep1;250;-;4.911516278;0.141126923;1.063290655;0.038994319;0.915477637
chr15;76047160;76047412;Scrib;252;-;3.640726963;0.190387026;0.800736628;0.053679713;0.836813397
chr19;5758426;5758677;Scyl1;251;-;3.808886596;0.181981575;1.206197097;0.084338008;0.693726426
chr5;92284006;92284278;Sdad1;272;-;2.909826875;0.238209079;0.403808753;0.038383965;0.955309
chr2;164424246;164424505;Sdc4;259;-;4.974380287;0.139343424;1.159527973;0.042353566;0.894179016
chr2;164425397;164425649;Sdc4;252;-;6.957356825;0.099627948;3.24072712;0.086870906;0.64576895
chr2;26382798;26383052;Sdccag3;254;-;3.306101815;0.209656937;0.473338136;0.03503244;0.95640194
chr13;74322251;74322509;Sdha;258;-;7.016743152;0.098784745;2.196354976;0.045010144;0.829966417
chr13;74322749;74323065;Sdha;316;-;9.763241063;0.070995602;3.263404006;0.035645099;0.87649835
chr7;30321408;30321676;Sdhaf1;268;-;3.270438143;0.211943217;0.848115593;0.074206611;0.792988849
chr19;10501637;10501892;Sdhaf2;255;-;2.099708061;0.330115978;0.759816656;0.187199961;0.634035615
chr19;10502346;10502599;Sdhaf2;253;-;3.933736622;0.176205793;1.458419;0.103817738;0.692423996
chr1;23995938;23996194;Sdhaf4;256;-;5.900361714;0.117475371;2.328502698;0.076582451;0.728289579
chr1;171129156;171129413;Sdhc;257;-;7.072623865;0.098004248;2.226619046;0.045030522;0.800601521
chr9;50596339;50596595;Sdhd;256;-;7.025733391;0.098658338;2.434654362;0.052318627;0.820208706
chr14;55897283;55897535;Sdr39u1;252;-;4.272410384;0.162237968;1.045455413;0.05256118;0.84648859
chr7;80915378;80915813;Sec11a;435;-;4.077512717;0.169992647;0.962608011;0.052533319;0.886203702
chr6;113728051;113728323;Sec13;272;-;5.517940749;0.125617003;1.465720216;0.045436664;0.806885459
chr2;26409430;26409691;Sec16a;261;-;4.3070285;0.160933967;1.558914845;0.091292567;0.746485173
chr12;58958786;58959036;Sec23a;250;-;4.109323829;0.168676699;1.28695655;0.076914009;0.709163581
chr3;129983183;129983435;Sec24b;252;-;1.601292138;0.43286741;0.347826883;0.120117348;0.875365153
chr5;100361647;100361945;Sec31a;298;-;4.757765086;0.145687559;1.075325847;0.042542887;0.904628979
chr6;88503599;88503856;Sec61a1;257;-;5.997283139;0.115576864;1.550827265;0.040310701;0.896088992
chr2;5870982;5871278;Sec61a2;296;-;3.067742208;0.22594701;0.876209327;0.09033717;0.748257919
chr11;16501637;16501974;Sec61g;337;-;14.39377322;0.048156044;5.562333146;0.03033027;0.901310337
chr2;84669074;84669465;Selenoh;391;-;7.861833025;0.088166103;1.988521586;0.029850315;0.901606149
chr6;6558274;6558539;Sem1;265;-;14.00357538;0.049497872;7.521292579;0.057431616;0.738448526
chr15;98038743;98038995;Senp1;252;-;1.636065701;0.423667081;0.368280473;0.123071566;0.81445633
chr15;98041229;98041479;Senp1;250;-;4.164633039;0.166436556;1.386574123;0.083071176;0.744083817
chr11;69673109;69673367;Senp3;258;-;5.078697957;0.136481277;0.996397619;0.033312007;0.927061086
chr7;127271878;127272132;Sephs2;254;-;3.72114635;0.186272486;0.825900243;0.05313624;0.88530068
chr7;127214439;127214691;01-Sep;252;-;6.224614441;0.111355842;1.485339825;0.034900123;0.909181866
chr10;57515774;57516026;Serinc1;252;-;2.630194667;0.263534555;0.699660694;0.095509725;0.843635944
chr2;163624658;163625018;Serinc3;360;-;5.642913805;0.122834976;1.462837226;0.042986671;0.881790531
chr3;58521970;58522222;Serp1;252;-;2.513859687;0.275730258;0.529146628;0.073512761;0.898227747
chr13;33917917;33918176;Serpinb6a;259;-;7.725609108;0.089720716;2.949528382;0.05540815;0.787206726
chr1;79794320;79794572;Serpine2;252;-;6.94672029;0.099780494;1.932506624;0.038455973;0.881484367
chr7;99345374;99345685;Serpinh1;311;-;4.640532516;0.149368026;1.409888161;0.065185823;0.791145372
chr4;132492022;132492287;Sesn2;265;-;1.997340483;0.347035063;0.432566903;0.095934571;0.864892406
chr12;108106430;108106849;Setd3;419;-;4.425822682;0.156614313;1.087542139;0.051021675;0.878912732
chr16;93583455;93583712;Setd4;257;-;4.102005791;0.168977621;1.430555634;0.090487141;0.740302944
chr3;95323524;95324010;Setdb1;486;-;3.884606858;0.178434319;1.207667533;0.080498401;0.801178047
chr1;54985169;54985419;Sf3b1;250;-;2.725847934;0.254286812;0.674729394;0.083649376;0.838773025
chr1;54987024;54987280;Sf3b1;256;-;4.81819587;0.143860316;0.884742173;0.032358151;0.935069132
chr19;5273920;5274184;Sf3b2;264;-;5.859888537;0.118286752;1.507827663;0.040981972;0.891050148
chr19;5274300;5274557;Sf3b2;257;-;6.271050204;0.110531276;2.55800201;0.07614747;0.730824513
chr8;110810489;110810741;Sf3b3;252;-;5.119863562;0.135383916;1.091101631;0.036665759;0.911936246
chr4;133600553;133600811;Sfn;258;-;3.73821556;0.18542194;0.799773623;0.050467418;0.899935201
chr19;32122726;32122982;Sgms1;256;-;3.039440447;0.228050917;1.017129533;0.11469914;0.737451998
chr17;53674786;53675036;Sgol1;250;-;1.456801891;0.475800577;0.356292837;0.154041747;0.845796357
chr17;53676055;53676355;Sgol1;300;-;2.289557031;0.30274292;0.601111578;0.107780961;0.841548524
chr10;61098641;61098900;Sgpl1;259;-;4.548109351;0.152403367;1.231528818;0.05659116;0.862229602
chr12;75714247;75714518;Sgpp1;271;-;2.936871729;0.236015476;0.755092702;0.081682683;0.833618797
chr11;74849263;74849517;Sgsm2;254;-;7.179433156;0.096546227;2.61345076;0.055260574;0.803251053
chr10;81044069;81044322;Sgta;253;-;3.507537123;0.197616492;0.827896097;0.061055164;0.872108938
chr7;126466992;126467255;Sh2b1;263;-;2.549638919;0.271860919;0.39033509;0.049144013;0.947842968
chr4;134127405;134127656;Sh3bgrl3;251;-;7.159236253;0.096818593;2.754841435;0.060557666;0.689929362
chr17;56016749;56017000;Sh3gl1;251;-;3.018405261;0.229640198;0.655585976;0.063715788;0.859243573
chr2;30344776;30345059;Sh3glb2;283;-;5.681873196;0.121992723;2.347967858;0.085915754;0.677742947
chr8;4735973;4736226;Shcbp1;253;-;6.774490332;0.102317244;2.571514737;0.062600959;0.769948529
chr15;82206951;82207212;Shisa8;261;-;3.267063291;0.212162153;0.922187645;0.083438674;0.782621408
chr7;27342129;27342385;Shkbp1;256;-;5.228699338;0.13256589;1.870181921;0.07381898;0.706722066
chr11;60788895;60789146;Shmt1;251;-;4.611069547;0.15032243;0.950492573;0.039032195;0.920078425
chr10;127517122;127517564;Shmt2;442;-;6.080956522;0.113986538;1.311092491;0.031331479;0.927435119
chrX;152609994;152610244;Shroom2;250;-;1.934965552;0.358221974;0.478126564;0.117566487;0.842160887
chr8;86723937;86724242;Siah1a;305;-;1.871693888;0.370331487;0.692371166;0.217418725;0.66879117
chrX;164070702;164070953;Siah1b;251;-;2.201360108;0.314872237;0.291885861;0.048131968;0.962028132
chr9;45937856;45938123;Sidt2;267;-;4.668655875;0.148468253;1.09734932;0.045619589;0.852882554
chr4;41738492;41738746;Sigmar1;254;-;4.325726374;0.160238332;1.269486686;0.066559056;0.819551337
chr17;31844247;31844497;Sik1;250;-;2.39678955;0.289198182;0.953081241;0.190917626;0.646167414
chr17;31845256;31845574;Sik1;318;-;3.846325334;0.180210232;1.275027664;0.089360728;0.709294678
chr8;125418062;125418325;Sipa1l2;263;-;2.019687877;0.343195198;0.465416237;0.102767504;0.839136587
chr7;29320377;29320631;Sipa1l3;254;-;3.243096571;0.213730046;1.162626633;0.119438517;0.656457183
chr10;63319004;63319307;Sirt1;303;-;2.289315671;0.302774838;0.430426147;0.070107559;0.918704933
chr11;120618371;120618621;Sirt7;250;-;1.644444978;0.421508284;0.344480934;0.111696603;0.845215979
chr12;73099609;73099861;Six4;252;-;2.011263706;0.34463267;0.491881349;0.111570588;0.863344692
chr18;74196774;74197072;Ska1;298;-;4.028913633;0.172043197;0.882574681;0.048259571;0.901438727
chr14;57806560;57806815;Ska3;255;-;2.882551465;0.240463072;1.03952154;0.135628043;0.700533441
chr6;51859161;51859415;Skap2;254;-;5.467516396;0.12677551;1.222873318;0.036523775;0.912264826
chr4;155154072;155154325;Ski;253;-;3.5253336;0.19661889;0.930442136;0.070501022;0.852793095
chr4;155155485;155155805;Ski;320;-;4.330041594;0.160078643;1.477719223;0.082932872;0.766412349
chr17;34839225;34839496;Skiv2l;271;-;5.292349774;0.130971536;2.033109034;0.08169983;0.617353849
chr13;112867771;112868029;Skiv2l2;258;-;4.131681608;0.167763939;1.009201718;0.054222176;0.864118961
chr15;9111981;9112239;Skp2;258;-;2.233118049;0.31039433;0.557838681;0.103355874;0.817694077
chr5;33640054;33640312;Slbp;258;-;2.477022533;0.279830793;0.589786172;0.087450801;0.854696459
chrX;74369218;74369470;Slc10a3;252;-;1.619236346;0.428070419;0.455108039;0.167351217;0.758277357
chr15;100392963;100393213;Slc11a2;250;-;3.376049143;0.205313119;1.084779055;0.097203456;0.694096157
chr8;105943589;105943840;Slc12a4;251;-;5.333245516;0.129967236;2.178591948;0.089754887;0.614234829
chr5;127595661;127595916;Slc15a4;255;-;2.439748494;0.284105998;0.270372667;0.03540857;0.971827114
chr2;132052495;132052746;Slc23a2;251;-;2.205564532;0.314272002;0.570201124;0.10957702;0.801864386
chr16;17925551;17925816;Slc25a1;265;-;5.779042129;0.119941534;2.335026504;0.0813198;0.672091649
chr11;70644026;70644574;Slc25a11;548;-;5.362412004;0.129260337;1.897961434;0.070813865;0.757297137
chr2;71274269;71274544;Slc25a12;275;-;2.336599527;0.296647831;0.575051291;0.096839652;0.80557059
chr2;71274745;71274995;Slc25a12;250;-;3.39759148;0.204011337;0.944624838;0.078563717;0.824355257
chr6;6041214;6041467;Slc25a13;253;-;5.146024936;0.134695651;1.4649609;0.053605115;0.844772492
chr8;22375549;22375803;Slc25a15;254;-;3.33523822;0.207825389;0.896446936;0.076392119;0.796440786
chr15;81318913;81319170;Slc25a17;257;-;3.937750386;0.176026186;1.151141471;0.072715996;0.802859596
chr11;115614178;115614433;Slc25a19;255;-;3.550742984;0.195211871;1.454665913;0.13547596;0.653896689
chr11;115614982;115615232;Slc25a19;250;-;1.770360506;0.391528832;0.401893673;0.114984855;0.871534501
chr19;43663800;43664050;Slc25a28;250;-;2.247546193;0.308401751;0.706006308;0.141244209;0.737096952
chr10;91116575;91117041;Slc25a3;466;-;5.934399174;0.116801577;0.908639264;0.021117304;0.960988877
chr14;75760115;75760367;Slc25a30;252;-;2.321712018;0.298550025;0.641089766;0.113884822;0.788591372
chr4;149744470;149744722;Slc25a33;252;-;3.218163978;0.215385911;0.848789567;0.077158474;0.834454976
chr9;97075580;97075834;Slc25a36;254;-;2.820231997;0.245776653;0.469441729;0.049080438;0.93706987
chr11;102402975;102403392;Slc25a39;417;-;6.449699193;0.107469691;1.519736916;0.03312919;0.910036174
chr8;46207166;46207590;Slc25a4;424;-;6.824919863;0.101561219;1.224431212;0.022204264;0.955514994
chr3;88410493;88410746;Slc25a44;253;-;2.325819402;0.298022787;0.760490321;0.144789647;0.708146966
chr18;31581589;31581839;Slc25a46;250;-;4.085521466;0.169659415;1.142806558;0.065887419;0.829482401
chr18;31581886;31582136;Slc25a46;250;-;2.76012208;0.251129175;0.991509032;0.140786502;0.689757598
chr4;45395923;45396314;Slc25a51;391;-;2.127836788;0.325752043;0.345102085;0.063059135;0.932280306
chr4;45398421;45398682;Slc25a51;261;-;0.920585606;0.75294158;0.215754807;0.230481933;0.799904992
chr3;90385232;90385489;Slc27a3;257;-;5.375452257;0.128946765;1.781867594;0.063937846;0.798065487
chr17;45585197;45585452;Slc29a1;255;-;5.019277243;0.13809701;0.992232213;0.034026017;0.927636573
chr10;60712071;60712327;Slc29a3;256;-;4.456653187;0.155530877;1.457725286;0.075600781;0.790518167
chr6;122727808;122728071;Slc2a3;263;-;4.010785975;0.172820785;0.735813922;0.038829015;0.933252757
chr3;63942323;63942664;Slc33a1;341;-;2.625389642;0.264016879;0.630058801;0.083367708;0.848370691
chr4;34663254;34663506;Slc35a1;252;-;4.037053277;0.171696317;0.831590626;0.044543039;0.909734077
chr6;34155741;34156138;Slc35b4;397;-;1.288063212;0.538131339;0.430601052;0.270239238;0.611188445
chr2;92452764;92453014;Slc35c1;250;-;2.353753239;0.294485917;0.470170351;0.073508072;0.884392611
chr8;72480639;72480889;Slc35e1;250;-;3.18731658;0.217470453;1.085278561;0.112279615;0.703981179
chr10;117733676;117733928;Slc35e3;252;-;2.74472159;0.252538248;0.637813029;0.076449537;0.867192626
chr15;96571417;96571677;Slc38a1;260;-;3.269562707;0.211999965;1.153967664;0.115637019;0.744109371
chr11;120104444;120104701;Slc38a10;257;-;7.646047477;0.090654313;3.776781463;0.088487462;0.656542652
chr15;96687386;96687642;Slc38a2;256;-;1.84425323;0.375841652;0.378578518;0.09707855;0.899218866
chr15;96994814;96995072;Slc38a4;258;-;6.356600496;0.109043691;2.114133369;0.05433935;0.825106031
chr15;96996766;96997024;Slc38a4;258;-;7.047242813;0.098357216;1.830490259;0.034512261;0.890168397
chr1;46807543;46807793;Slc39a10;250;-;3.333448982;0.20793694;0.552843289;0.041342267;0.935815207
chr11;113244854;113245104;Slc39a11;250;-;4.542661137;0.152586152;1.503585334;0.075492128;0.74121528
chr14;70303466;70303718;Slc39a14;252;-;3.020790708;0.229458856;0.675840718;0.066132599;0.875945767
chr15;76612382;76612638;Slc39a4;256;-;6.250587905;0.110893118;1.717518205;0.042015888;0.884907733
chr18;24579880;24580137;Slc39a6;257;-;2.297893446;0.301644614;0.405543653;0.064644528;0.91734222
chr17;34028265;34028520;Slc39a7;255;-;3.814929647;0.181693306;0.771544897;0.046062051;0.911601035
chr19;8707567;8707817;Slc3a2;250;-;3.253679018;0.213034899;0.54625363;0.042982195;0.939176351
chr15;73580290;73580541;Slc45a4;251;-;3.124360149;0.221852523;0.722776212;0.06676832;0.883345884
chr2;130684107;130684363;Slc4a11;256;-;5.929453456;0.116899;2.084871432;0.063392947;0.792937992
chr5;148327409;148327660;Slc7a1;251;-;2.141402711;0.323688383;0.535168527;0.107847185;0.795419091
chrX;101079208;101079459;Slc7a3;251;-;4.860810191;0.142599105;1.011602269;0.037476172;0.925103533
chr8;121881144;121881395;Slc7a5;251;-;5.478063526;0.126531424;1.427033441;0.044572509;0.887856601
chr14;54369441;54369692;Slc7a7;251;-;3.759666952;0.184363985;1.092177756;0.075486058;0.797517568
chr18;73638740;73639000;Smad4;260;-;1.911681194;0.362585133;0.450721385;0.111861307;0.814003832
chr18;73639011;73639263;Smad4;252;-;2.468343468;0.28081472;0.694501804;0.109945737;0.769769986
chr15;100621339;100621612;Smagp;273;-;6.295239466;0.110106563;3.00558836;0.100598815;0.635380494
chr1;23845624;23846093;Smap1;469;-;5.772223135;0.120083227;1.830847086;0.055781033;0.82409822
chr4;120968316;120968576;Smap2;260;-;3.627400434;0.19108648;1.000714648;0.07280012;0.834076796
chr8;80699941;80700193;Smarca5;252;-;5.978340329;0.115943078;2.310909752;0.073057686;0.753205904
chr10;75896768;75897021;Smarcb1;253;-;5.17076248;0.134051251;0.920336706;0.029025866;0.938564016
chr11;106263170;106263433;Smarcd2;263;-;5.355193621;0.129434569;1.742882972;0.06245014;0.814942309
chr11;99209047;99209299;Smarce1;252;-;6.00544104;0.115419863;2.679780325;0.093004039;0.623239142
chr19;23208727;23208979;Smc5;252;-;4.61284061;0.150264715;1.112973934;0.047784881;0.887884015
chr17;71344492;71344742;Smchd1;250;-;4.584319137;0.151199591;1.83910124;0.101293;0.669351862
chr1;152836994;152837352;Smg7;358;-;2.506349229;0.276556504;0.356873835;0.045916218;0.956473274
chr11;87077731;87077982;Smg8;251;-;2.15968571;0.320948172;0.465072243;0.088081494;0.899189741
chr5;65449804;65450059;Smim14;255;-;5.236933266;0.132357459;1.714021214;0.064396581;0.798930516
chr8;72565882;72566172;Smim7;290;-;3.248795549;0.213355125;1.303363853;0.142939667;0.650333944
chr8;72566945;72567195;Smim7;250;-;2.377007535;0.291604957;0.680329474;0.116926983;0.745516082
chr19;53379213;53379745;Smndc1;532;-;2.325919983;0.2980099;0.361086919;0.054766727;0.94120745
chr10;41487171;41487427;Smpd2;256;-;2.928811509;0.236665002;0.949655693;0.113558652;0.730708965
chr4;132732965;132733234;Smpdl3b;269;-;2.670633076;0.259544146;0.639481499;0.081714078;0.859245906
chrX;157445650;157445907;Sms;257;-;7.642936082;0.090691218;2.746369825;0.050866589;0.815198196
chr2;84811172;84811425;Smtnl1;253;-;7.90783996;0.087653162;3.922072425;0.086252409;0.604425095
chr11;72390113;72390375;Smtnl2;262;-;1.326203036;0.522655402;0.398228292;0.224290768;0.717857838
chr4;40736613;40737044;Smu1;431;-;5.208204866;0.133087541;1.41683439;0.049734788;0.80845624
chr4;40737115;40737436;Smu1;321;-;4.524526808;0.153197718;0.581164844;0.022577975;0.967902083
chr15;103153289;103153562;Smug1;273;-;2.97107805;0.233298207;0.676461038;0.068777119;0.882732665
chr5;144876494;144876752;Smurf1;258;-;3.786874645;0.183039378;1.325668017;0.09858963;0.751012063
chr11;106820063;106820332;Smurf2;269;-;2.105754058;0.329168156;0.677001837;0.155973474;0.65010251
chr1;178957250;178957507;Smyd3;257;-;4.753933356;0.145804985;1.711684481;0.082035409;0.71232721
chr11;59407141;59407400;Snap47;259;-;1.911349166;0.362648119;0.382523308;0.090737187;0.877431041
chr2;26362764;26363020;Snapc4;256;-;1.797096193;0.385703995;0.45349724;0.130184455;0.82701238
chr7;59969576;59969826;Snhg14;250;-;2.982173704;0.232430183;0.796457908;0.084695759;0.82884273
